Total,esl,nativeAmerican,black,latino,asian,white,female,attendance,povertyRate,teachers
474,95,0,0.2,21.1,47.7,31,53.6,95.6,65.9,31
369,71,0,1.4,20.3,18.4,59.9,51.5,93.7,69.8,33
777,414,0,2.3,20,67.3,10.4,48.4,96,82.4,56
504,119,0,2,23.4,34.3,40.3,43.1,94.7,62.2,43
486,105,0.4,1.6,60.3,19.6,18.1,50.6,95.4,86.6,58
797,294,0.2,1.2,21.3,35.6,41.5,48.9,95.5,75,66
1106,203,0,0.8,18.8,51.6,28.8,51.1,96.1,70.2,78
934,307,1.1,7.2,30.4,34.3,27.1,47.6,94.3,84.3,64
779,150,0,3,14.9,41.1,41.1,48.4,94.6,56.4,62
793,122,0,0.6,13.5,15.8,70.1,46.4,94.6,34.5,50
869,243,0.4,0.7,20.9,37.7,40.3,46.1,94.7,63.6,68
994,13,0.1,0.9,6.7,60.9,31.4,50.1,97.5,51.5,60
488,171,0.8,4.5,49,20.5,25.2,41.4,94,79,58
1201,158,0.3,2.7,18.2,31.6,47.2,49.6,94.3,61.5,72
1797,113,0.2,1,17.4,42.4,39.1,47.4,94.7,52.5,100
976,111,0.2,0.1,11.7,35.4,52.6,48.6,95.4,62.4,64
940,217,0.6,1.6,20.5,47.3,29.9,47.2,94.9,76.9,84
1267,297,0.3,1.4,52.1,39.5,6.7,48.5,93.8,86.7,90
719,240,0.4,11.3,41,27.7,19.6,46,91.6,90.3,73
1384,357,0.1,1.7,29.8,47.2,21.2,44.4,93.4,84.7,111
600,79,0.2,0.8,10,42.8,46.2,47.8,95.6,40.7,36
662,145,0,0.6,11.5,43,44.9,52.9,95.2,68.7,49
1337,141,0.4,1.9,29.2,39.7,28.7,45.9,93.8,68.6,86
3000,424,0.2,9.3,32.6,24.1,33.7,43.8,87,59.9,170
1248,53,0.3,13.2,51.2,17.9,17.3,44.2,89.8,66.5,78
4462,410,0.2,6.1,34.8,27.4,31.6,44.8,89.6,19.4,208
768,300,0,1.4,80.9,14.2,3.5,49.6,94.8,87.5,70
3608,716,0.2,9.4,36.8,35.2,18.4,44.1,83.4,58.1,187
742,205,0.3,0.8,77.9,17.8,3.2,46.6,94.4,87.5,59
73,5,0,43.8,21.9,24.7,9.6,100,94.4,60,6
472,107,0,18.4,56.1,9.3,16.1,55.5,93.7,78.6,49
920,190,0.2,8.4,33,27.8,30.5,50.2,93.9,63.8,69
1132,168,0.3,16.1,19.2,32.8,31.7,48.1,92.3,68.1,89
788,200,0.6,1.3,14.7,52.9,30.5,50.8,95.7,57.6,51
1001,15,0.2,15.4,8.4,18.8,57.2,54.4,94.4,34.8,54
770,181,0,17.3,21.2,37.4,24.2,50.8,92.2,76.2,61
675,115,0,7.1,7.6,4.3,81,48.7,93.4,65.6,48
834,183,0,0.7,14.5,59.1,25.7,46.4,95.4,63.9,51
255,27,0.8,7.1,37.6,14.1,40.4,48.2,95,66.5,27
349,74,0.3,1.7,19.8,31,47.3,46.1,95,66.1,28
567,136,0.4,3,19,40.9,36.7,44.6,94.3,75,47
891,261,0,1.6,26.9,33.1,38.4,48.3,94.7,71.8,59
658,30,0.6,48.8,29.6,9.3,11.7,52.3,90.7,82.4,54
490,101,0.4,2.4,17.6,32,47.6,47.1,93.8,65.4,42
687,152,0,6.8,18.2,31.9,43.1,48.8,93.7,60.8,60
563,70,0.5,20.6,26.1,28.2,24.5,52.8,93.3,66.4,48
674,78,0.4,5.8,24.8,24.9,44.1,51,93.9,49.6,43
427,69,0,6.8,17.1,19.7,56.4,47.3,93.5,63.7,35
956,389,0.1,4.7,27.4,17.7,50.1,45.3,91.3,66.5,88
767,187,0.3,2.5,24.2,28.9,44.1,44.6,92.7,73,73
980,102,0.1,19.6,20.7,29.9,29.7,44.5,92.3,63,69
536,106,0.8,11.4,42.5,15.3,30,48.9,93.4,80.4,52
1252,0,0.2,8.1,6,28.2,57.6,51.9,95.4,34.1,80
566,167,0,0.7,52.1,37.3,9.9,47.7,95.2,86.1,48
1292,164,0.2,13.4,19.4,35.9,31.2,49.3,92.9,67.6,97
552,57,1.1,48.9,43.7,1.4,4.9,49.3,88.1,86.8,50
782,64,0.1,18.2,24.7,16,41,54.4,92.5,64.1,58
651,25,0.2,61.8,22.7,6.1,9.2,49.5,90,75.8,63
320,41,0.3,26.9,28.8,11.2,32.8,58.1,84.5,70.4,18
257,4,0.4,63,23.4,2.3,10.9,21,86.1,65.2,16
811,210,1.2,41.7,22.4,25.9,8.8,49.4,83.6,71.9,50
2628,360,0.4,37.9,22.3,15.8,23.7,41.4,83.7,38.7,155
165,9,0,21.8,21.2,6.7,50.3,53.9,93.5,63.1,12
4020,203,0.2,26.9,15.4,25,32.6,59.5,90.6,28.8,204
3216,282,0.2,29.9,20.8,32.9,16.1,52.3,83.8,37.6,155
53,6,0,45.3,43.4,0,11.3,54.7,78.2,60,7
48,13,0,25,41.7,14.6,18.8,39.6,77,60,6
735,61,0.3,63.7,16.6,10.2,9.2,47.8,89.7,81.5,66
738,103,0.3,24.2,13.7,7.4,54.3,45.8,92.7,66.3,60
1137,40,0.5,69.3,8,3,19.2,48.6,94,51.2,83
771,80,0.1,80.3,17.8,1,0.8,53.4,91.5,85.5,62
470,44,0.6,76.4,11.7,8.7,2.6,48.3,95.5,64.2,36
425,56,0.2,43.5,30.4,13.9,12,52.9,95.3,93.2,40
1134,275,0.4,42.9,30.1,18.2,8.4,49,94.7,78.9,75
777,82,0.1,70,16.6,8.1,5.2,51.9,93.8,74,57
846,108,0.6,53.3,13.7,15.2,17.1,48.2,93.8,62.2,64
451,27,0.2,52.8,25.3,15.7,6,49.9,92.3,82.3,42
383,41,0,5,1.8,1.8,91.4,44.9,93.6,15.6,25
474,91,0.6,25.3,19.8,12,42.2,50.4,94.3,61.4,46
684,19,0.7,92.7,5,1.6,0,48.7,94.4,60.5,51
935,38,0.1,84.2,9.7,2.2,3.7,50.4,94.6,73.9,71
1255,213,0,6,8.7,47.2,38.1,49.3,96,65.9,83
985,33,0.7,28,13.1,9.8,48.4,47.1,95.2,39.9,68
1189,307,0.2,16.2,23,48.8,11.7,49.7,94.3,78,92
864,26,1.3,20.4,12.4,13.8,52.2,49,94.6,44,72
1776,133,0.2,18.7,11,27.1,43.1,48.2,94.2,60.8,114
618,30,0,24,7,5.5,63.6,50.8,94.8,24.9,45
1472,63,0.1,74.4,8.1,13.6,3.8,49.9,94.3,46.6,96
183,18,0,81.4,14.8,1.6,2.2,54.6,93.7,55.3,14
668,37,0.6,82,10.2,3.9,3.3,54,92.7,74.4,52
589,125,0,9.2,10.4,41.4,39,53.8,95.3,63.5,44
719,186,0.1,8.5,15.3,22.4,53.7,44.4,94,62.2,61
538,59,0.4,90.3,6,2,1.3,51.7,93.9,81.6,46
421,11,0.5,5.5,7.1,4.3,82.7,48.9,94.7,39,31
1068,44,0.5,55.4,13.5,4.7,25.9,52.7,91.6,57.7,79
865,34,0.5,29,8.1,4,58.4,47.5,94.7,37.4,64
841,96,0.7,74.4,17.8,3.7,3.3,51.7,93.8,88.5,55
227,190,0,37.4,35.7,14.1,12.8,42.7,92.6,94.8,16
422,21,0,60.9,15.2,7.6,16.4,50.2,94.3,49.5,32
3762,112,0.2,39.6,9.3,27.1,23.8,55,93.2,19,181
3828,289,0.1,26.8,14.7,16.1,42.2,45.9,90.1,30.1,200
1025,9,0.1,16.7,8.3,12.1,62.8,53.8,93.1,23.3,53
762,24,0.8,77.4,20.6,0.4,0.8,49,89.9,87.2,62
557,12,0.5,87.8,10,1.1,0.5,48.3,90.4,85.5,49
572,45,0.5,73.6,25.7,0,0.2,47.4,85.3,96.7,46
630,86,0.2,64.3,34.4,0.6,0.5,48.9,90.3,91.3,58
904,28,0.4,82.6,15.7,0.9,0.3,51.2,91.5,91.4,60
672,8,0.3,91.1,7.7,0.3,0.6,44.5,90.9,81.6,54
653,21,1.1,85.9,11.2,0.8,1.1,47.9,91,85.4,47
724,22,0.7,88.4,9.4,1.1,0.4,47,88.7,77.8,58
513,17,0.8,78.2,20.5,0.4,0.2,41.7,89.1,86.2,44
673,24,0.3,80.5,19.2,0,0,48.7,88.9,76.4,57
618,15,0.3,86.6,12.5,0.3,0.3,52.4,88.4,99.2,62
538,14,0.2,86.1,13.8,0,0,50.4,91.2,89.8,41
777,25,0.1,83.5,14.9,0.6,0.8,52,89.3,87.4,53
570,37,0.7,64,34.2,0.4,0.7,49,86.4,77.6,43
296,0,1.7,79.4,15.2,3.4,0.3,59.8,95.8,86,17
409,2,0.2,87.3,10.8,0.5,1.2,57.2,89.5,67,25
258,1,0.4,87.6,9.7,1.6,0.8,51.6,93.2,94.6,21
159,4,0.6,85.5,10.7,2.5,0.6,45.9,94.1,69.1,14
515,28,0.6,56.9,41.6,0.8,0.2,54,71.1,66.3,32
1505,253,0,2.6,53.8,39.9,3.8,48.1,94.9,73.7,112
1204,398,0.5,0.4,42.6,48.1,8.4,45.8,96,71.5,75
1287,407,0.5,11,44.1,35.5,8.9,50.7,94.8,68.6,81
1319,442,0.2,5.9,78.8,10.8,4.3,46,93.9,75.7,103
1369,291,0.1,0.7,81.8,15.3,2.1,50,95.9,82.3,88
1997,1114,0.1,0.2,90.5,8.1,1,50.1,95,73.5,137
497,30,0,1,29.8,16.9,52.3,48.1,95,37.3,35
949,131,0.5,1.8,31.7,32.8,33.2,50.4,95.5,50.2,68
2054,421,0.1,6.7,80.7,10.8,1.7,47.2,92.7,80.7,143
832,180,0.1,3.2,79.1,4.6,13,47.2,92.9,72.3,71
964,196,0,1.4,49.9,4.6,44.2,48.3,93.3,56.4,75
1676,262,0.1,1.6,60.7,26.1,11.6,47.7,94.4,67.6,122
1184,167,0.3,4.7,70.7,8.9,15.4,47,92.4,66.1,89
1208,225,0.7,1.4,81.5,8.8,7.6,46.5,94.4,77.3,93
617,50,0.8,2.4,37.4,5.7,53.6,45.2,93.5,56.4,55
1025,183,0.4,2,51.2,6.7,39.6,47.5,93,57,92
1618,665,0.2,0.2,75.1,19.3,5.1,50.6,95,81.4,122
863,81,0.5,2.3,43,5.6,48.7,48.8,93.1,52.1,78
1326,149,0.4,2.6,68.7,8.1,20.2,46.8,92.9,72.1,88
823,196,0.2,1.3,33.4,57,8,47.9,96,67.7,61
517,18,0,1.9,29.2,6.6,62.3,45.8,94.4,54,37
1108,43,0.2,2.4,33.8,9.8,53.8,49.6,92.2,42.8,68
1679,330,0.1,2.6,55.3,35.1,6.9,47.8,95,71.5,118
395,11,0.2,1,16.7,5.1,77,49.1,95.2,19.4,30
1233,497,0.2,1.9,90.4,5.8,1.9,49,95.3,90.7,96
1375,169,0,1.3,47,6.6,45.1,49.2,93.9,43.9,82
991,420,0.8,1.2,57.9,27.8,12.3,49.6,94.9,71.2,74
1284,164,0,2.9,37.7,31.5,27.9,49.8,94.9,51.3,91
792,227,0.2,3.3,78.5,6.9,11,50.2,93.2,82.2,62
331,33,0.6,10.6,55.3,16.9,16.6,54.7,92.8,55.9,18
330,35,0.3,13,54.8,12.7,19.1,57.3,90.4,68.3,20
3400,302,0.2,8.2,64.2,22.7,4.7,43.4,81.3,27.5,175
2946,230,0.2,3.8,66.9,6.2,22.8,47,79.2,43.2,152
544,75,0.4,11.2,66,9,13.3,48.2,90.1,58.9,37
472,352,0,2.8,47.9,35.2,14.2,52.5,93.5,76.3,35
769,59,0.1,6.9,85,6.5,1.4,57.2,85.5,62.6,49
1176,56,0,13.2,67.2,8.9,10.7,39.1,83.7,34.9,85
1981,67,0,7.6,59.8,22.2,10.4,15.4,93.6,61.7,123
463,139,0,3.2,48.2,46.4,2.2,47.7,96.9,75,32
1280,408,0.2,4.4,27.5,63.8,4,50,95.8,74.6,84
897,204,0.1,4.1,29.1,55.3,11.4,47.2,95.5,67.8,72
690,244,0.1,2.2,26.4,65.9,5.4,47.7,96.3,71.2,52
669,258,0,5.4,18.1,72.4,4.2,45.3,96.3,64.5,51
1021,97,0.2,2.4,22.6,45,29.8,49.3,95.2,34.7,63
623,174,0,2.9,44.3,33.1,19.7,46.9,94.5,62.5,36
560,95,0.2,2,20.4,60.2,17.3,47.1,96,50.4,37
839,71,0.4,0.2,13.7,30.2,55.5,47.2,95,26.3,56
886,109,0.3,0.9,26.4,47.9,24.5,45.3,95.5,42.5,67
788,224,0.4,0.8,19.9,74.8,4.2,49.9,96.3,66.9,52
889,174,0.2,2.4,44.3,28,25.1,52.9,94.5,61.8,64
612,153,0.2,13.7,20.9,54.9,10.3,50.2,94.8,64,42
482,101,0,2.5,14.3,76.8,6.4,48.1,96.3,59,37
620,94,0.2,9.7,31,23.9,35.3,51.4,95.3,63.3,50
616,96,0,17.9,22.1,40.4,19.6,44.5,94,60.7,60
376,36,0.3,3.2,13.3,38.8,44.4,49.7,94.6,20.2,27
453,39,0,0.7,15.4,32,51.9,52.8,96.3,23.7,30
1009,142,0,4.3,32.9,44,18.8,50.7,93.4,60.6,65
752,131,0.3,4.6,30,59.3,5.7,49.2,95.9,70.6,51
535,51,0.2,0.8,14,14.8,70.3,46,94.7,18.9,39
1073,62,0.2,0.9,22.1,31.2,45.6,48.8,94.9,33.8,64
541,32,0.9,19.4,33.1,15.2,31.4,49.2,92.1,68.4,50
358,46,0.3,48,29,16.2,6.4,45.5,92.4,78.5,40
532,39,0,1.7,11.6,40.2,46.4,45.7,95.9,17.1,34
383,59,0,10.4,29.2,49.9,10.4,48.3,95.2,67.5,31
610,50,0.5,19.5,32.6,29.5,17.9,48.7,94.1,65.4,59
1058,175,0.3,8.1,24,62.1,5.5,43.7,94.6,70.7,79
440,35,0.2,22.5,23.2,36.1,18,46.6,92.7,55.7,26
242,10,0.4,14,25.6,44.6,15.3,50,95.9,41,15
382,339,0,2.1,59.4,38,0.5,47.6,91.8,83.4,25
187,25,0.5,3.7,24.6,40.1,31,54,96.3,55.7,12
3049,337,0.4,23.9,47.5,23.3,4.8,51.2,80,70.7,177
2604,273,0.2,20.2,55.6,19.8,4.2,46.3,83.5,61.7,147
476,18,0.6,43.3,17.4,32.6,6.1,48.5,96.8,32.5,28
1093,0,0,7.4,11.8,50.8,30,70.8,97.3,25.4,55
604,30,0.3,15.7,33.3,21.8,28.8,48.8,89.9,27.7,31
505,51,0.4,8.7,15.8,61.8,13.3,50.1,96.5,26.1,28
617,50,0.5,10.5,11.2,63,14.8,48.8,95,32.9,46
549,102,0.2,8.6,18.8,53,19.5,47.7,96.3,38.4,35
427,32,0,2.8,14.3,42.9,40,44.7,95.6,21.2,26
403,36,0,7,14.4,58.3,20.4,45.2,96.4,27.7,41
946,38,0.2,3.8,8.9,53.1,34,46.9,96.7,15,52
1023,56,0.1,7.1,9.7,63.3,19.8,50,96.6,26.5,59
432,44,0,2.8,14.4,47.9,35,46.3,95.8,15.1,28
260,5,0,2.3,9.2,28.8,59.6,49.6,96.2,9.6,15
440,53,0,10,12.3,64.1,13.6,48.4,95.8,30,39
501,41,0.4,6.6,19.4,53.9,19.8,43.3,96.2,35.2,44
1144,91,0,7.6,13.6,57.9,21,48.6,96.8,33,68
522,68,0,1.5,14.6,42.5,41.4,48.3,95.7,26,36
732,86,0,2.2,9.2,66.3,22.4,49.9,97.1,29.5,42
1084,41,0.4,11.9,15.9,49.7,22.1,48.6,96.2,31.2,62
779,72,0,2.2,8.6,64.4,24.8,45.3,96.9,34.6,47
440,17,0,9.8,13.4,29.6,47.3,44.1,96.4,25.7,32
304,5,0.7,13.2,19.4,37.5,29.3,50,95.5,21.6,32
439,17,0,4.1,9.6,53.1,33.3,43.7,97.2,8.6,26
349,47,0,4,8.3,68.8,18.9,49,96.4,41,19
749,102,0.3,1.7,6.5,71.2,20.3,54.3,97,18.9,46
278,14,0,7.2,8.6,46,38.1,46.8,96.7,23.5,19
425,50,0.2,5.2,12.2,61.9,20.5,43.3,96.7,26.3,37
1250,111,0.2,11.8,12.6,62,13.5,47.8,96.3,43.3,70
640,65,0,1.2,8.3,66.4,24.1,51.9,96.7,17.5,40
669,10,0.8,10.5,13.8,39,36,48.4,96.2,16.5,47
3902,182,0.2,18.1,15.6,46.1,20,52.9,90.5,17.4,201
4472,508,0.1,12.1,23.3,48,16.6,50.1,91.3,26.7,221
3157,184,0.8,61.1,14.5,20.5,3.2,48.2,85.7,29,154
4072,354,0.1,15.4,17.3,48.5,18.7,52.3,90.1,35.1,199
1114,21,0.4,40.8,15.5,26.8,16.4,54.7,91.8,27.3,69
789,29,1.1,76.3,17.9,2.5,2.2,46.6,88.8,85.7,74
1374,37,0.4,68.4,26.4,2.9,1.8,48.4,91.5,79,108
417,13,0.5,82.7,10.8,4.6,1.4,48.2,93.4,66.7,40
250,3,0.8,8,9.2,2.8,79.2,48.4,93.6,44.6,20
645,71,0.5,62.8,33,2,1.7,49,89.4,85.2,50
471,75,0.6,9.6,34.8,45.9,9.1,48.4,95.2,66.7,32
1127,176,1.1,6.9,68.9,18,5.1,51.1,92.8,64,82
976,129,0.3,6,28.7,62.8,2.2,49.9,94.7,67.6,69
1280,157,0,7,51.5,31.6,9.9,49.4,93.4,64.1,96
691,147,0.3,7,47.8,42.3,2.8,48,93.3,69.6,47
565,60,0,8.8,42.3,42.3,6.6,45.3,94.1,67.4,44
426,96,0.7,7.5,65,16.4,10.3,50.9,93.7,75.6,31
845,188,1.4,9,58.1,28.2,3.3,47.6,93.3,66.6,65
271,20,3,44.6,18.1,32.1,2.2,46.5,92.6,73.9,23
715,154,0.3,3.2,70.2,22,4.3,45.4,93,86,57
1055,84,0.3,8.2,32.5,56.2,2.8,48,93.9,85.6,81
619,29,0.6,68.8,25.2,4,1.3,47.3,91.3,78.5,56
895,62,0.6,67.4,29.2,1.4,1.4,50.1,90.2,79.5,75
413,18,1.4,78.9,11.9,4.1,3.6,50.8,92,78.9,37
1296,81,0.5,6.6,30.1,60,2.8,48.8,94.9,59.9,88
824,23,0.1,3.5,5.3,2.2,88.8,47.1,94.1,16.5,54
612,32,1,73.9,12.6,9.5,3.1,51.5,92.1,77.2,52
1142,34,0.4,35.6,20.5,40.8,2.7,52.3,94.5,70.9,69
1850,120,0.5,9.7,34,52.3,3.6,49.2,92.1,67,122
604,30,0,4.1,25.3,3.8,66.7,44.4,94.2,39,48
663,53,0.8,45.4,22.8,30,1.1,51.7,94.3,68.6,50
659,31,1.5,66.6,22.9,5.3,3.6,51.8,90.3,81,51
479,41,1.2,54.7,40.5,1,2.5,50.9,93,87.7,49
1144,75,0.2,10.9,40.6,30.2,18.1,49.6,90.8,50.5,83
748,5,0.5,3.7,12.2,4.6,79,50.8,94.4,32,62
2021,200,0.2,6.8,60.6,27.3,5.1,47.8,91,63.1,133
596,93,1.5,50.8,43.3,2,2.4,45.8,90.9,81,49
695,27,1.3,77.7,10.1,9.6,1.3,49.8,93.1,70.5,58
630,68,1,42.7,36.8,2.5,17,45.4,87.1,65.6,58
1667,50,1.3,49,19.5,28.8,1.4,46.9,90.1,58.3,112
795,40,0.4,8.6,38,13.6,39.5,47.3,93.7,46.4,57
497,85,1.8,55.9,38.2,1.4,2.6,48.1,91.8,81.9,49
593,84,0.7,6.6,62.4,22.3,8.1,47,93.3,71,47
344,9,0.9,72.4,18.6,6.4,1.7,52.6,82.5,68.2,23
226,20,1.3,15,61.5,17.3,4.9,54,91,70.5,15
158,1,0,75.3,18.4,3.2,3.2,56.3,96.4,76.3,8
363,0,0.6,81.8,14.9,1.9,0.8,54,94.5,93.3,29
1366,57,0.4,80.4,11.6,6,1.6,43.6,81.8,75.8,79
1792,68,0.8,53.1,31.8,3.9,10.4,42.6,79.7,65.5,115
843,20,0,60,35,3.4,1.5,51.7,76.4,72.7,63
3587,331,0.8,14.9,52,28.5,3.8,48.6,79.2,34.4,173
3259,83,0.7,28.1,39.3,26.4,5.6,46.3,75.3,66.1,180
384,2,0.3,9.6,47.9,27.6,14.6,32.8,94.7,63.8,24
907,49,0.6,65.8,18,14.9,0.8,47.6,90.8,61.1,77
575,18,0.7,85.6,7.6,1.9,4.2,44.4,93.3,61.5,49
522,36,1,76.4,16.5,4,2.1,50.8,89.7,88.8,37
352,21,1.1,78.1,12.2,7.1,1.4,51.1,91,72.5,28
832,107,1.9,36.3,40.4,16.6,4.8,52.3,93.5,92.1,64
542,94,0.9,8.5,47,40.8,2.8,47.2,93.4,75.4,43
710,46,0.8,13.4,30.6,52.8,2.4,45.9,93.3,65.8,51
742,22,0.5,63.9,14,20.8,0.8,44.9,91.8,64.3,60
622,33,0.6,86,7.9,2.2,3.2,47.3,92.7,56.4,63
573,134,0,8.4,50.1,39.1,2.4,49,93.7,89.2,48
897,203,0.1,18.2,42.5,36.2,3,51.1,94.6,74.3,63
752,121,0.4,7.8,36,31.8,23.9,47.9,94.8,60.2,49
612,40,0.3,3.4,14.2,34.8,47.2,48,95.1,17.3,43
1125,189,0.1,13.9,29.4,40,16.6,49.9,93.7,71.6,73
942,30,1.5,24.5,14.2,56.3,3.5,48.9,94.3,77.2,71
788,127,0,3.2,26.4,35,35.4,48.1,95.2,49.3,48
738,24,0.7,83.9,12.3,1.6,1.5,50,91.7,65.4,54
697,34,0.1,7.9,16.1,37.9,38,49.2,94.8,23.9,55
763,44,2.9,70.5,14.9,9.2,2.5,49.8,92.9,89.1,58
784,90,2.3,10.7,20.2,64.2,2.7,48.8,94.6,84.3,63
572,84,0.2,4,20.8,38.6,36.4,47.7,94.8,38,41
622,55,0,3,17,15.8,64.2,46.8,95.2,63.2,43
703,59,0.1,3.3,13.5,39.1,44,47.8,95.9,14.6,39
644,91,0.8,24.2,26.4,21.6,27,45.6,94,60.6,52
1213,159,0.6,15.2,43.9,36.3,4,45.1,91.7,69,88
471,124,0.2,7,25,26.3,41.4,40.8,94.7,60.4,46
162,0,2.5,71,10.5,14.2,1.8,46.9,97.3,51.9,8
3641,369,0.4,10.1,29.5,22.6,37.4,49,89.8,21.9,186
1787,136,0.7,61.6,17.5,19.1,1.1,48.3,81.4,24.4,118
3349,259,0.5,48,22.4,26.8,2.2,58.1,84,32.7,177
2724,26,0.4,28.5,25.2,40.2,5.8,32.6,92,33.4,139
371,0,0,17,9.2,61.2,12.7,52.6,96.7,24.3,26
559,5,0.5,76.9,15.2,5,2.3,52.2,88.3,43.2,35
443,7,0.2,93.7,3.6,1.1,1.4,49.9,94.3,62.1,31
1083,160,1.4,27.2,27,38.7,5.7,50.3,94.7,58.3,75
490,46,0.4,79.2,14.9,4.5,1,45.9,93.1,88.8,40
643,68,1.2,46.7,27.1,23.5,1.6,49.9,93.2,60.2,47
484,15,0.2,91.3,4.8,1.4,2.3,46.7,92.9,63.4,33
558,18,0.5,91.2,6.4,0.7,1.1,48.8,91.5,65.8,44
348,11,0.3,89.9,5.2,2.6,2,50.6,94.1,71.8,31
607,25,0.3,88,7.1,3.3,1.3,47.9,92.1,73.3,47
884,9,0.6,93.1,4.8,1.1,0.4,47,92.9,50.7,69
1254,219,0.3,17.6,39.6,38.9,3.6,51,94.8,77,86
1470,80,1.3,49.4,19.7,27.8,1.8,49.1,91.5,50.6,93
895,68,0.9,77.3,14.4,6.2,1.2,53.4,91.7,78.4,63
662,29,0.2,87.6,8.2,1.8,2.3,49.2,92.4,88.1,55
694,197,0.3,18,8.6,63.7,9.4,52.2,94.6,79.9,51
414,8,0.2,93,5.1,0.7,1,51.4,94.1,56.6,31
461,43,0.9,85.5,8,3,2.6,49.5,92.1,66.8,39
1199,87,1.9,38,23.3,33.1,3.8,49.5,94.9,76.7,91
710,30,0.4,93.5,3.5,1.1,1.4,49.7,92.8,62.2,48
931,43,0.3,87.5,8.7,1.7,1.7,46.9,93.2,66.8,68
908,27,0.3,92.4,4,1.6,1.6,48.4,93.8,58,64
787,17,0.1,94.3,3.4,0.9,1.3,46.9,94.6,52.9,58
623,6,0.2,95.2,2.7,0.8,1.1,53.8,94.8,73.7,43
504,14,0.4,92.1,4,1.4,2.2,40.7,91.8,71.8,39
612,22,0.3,93.5,4.7,1.5,0,48.7,94.4,70.2,46
712,9,0.1,90.6,4.1,2.2,3,49.9,93.1,61.3,51
725,8,0.1,76.6,9,11.7,2.6,52.4,95.4,37.8,51
759,14,0.8,92.8,4.2,1.4,0.8,47,90,47.8,56
1504,124,1.2,46.8,26.1,24.9,0.9,51.3,90.7,66.8,103
268,5,0.4,85.4,8.2,4.8,1.1,48.5,87.3,46,16
391,13,0.3,89.8,6.9,2.8,0.3,51.4,87.2,69.8,23
505,28,1.4,59.6,16.8,19.2,3,50.5,94.8,63,43
623,7,1.1,94.7,1.8,1.3,1.1,52,96.1,34.8,39
402,13,0.5,70.9,17.7,8.7,2.2,54,90,51.8,21
171,24,0.6,33.3,40.4,18.7,7,46.8,93.8,55.7,18
515,19,1.2,80.4,8.9,9.1,0.4,39,87.8,30.9,30
535,6,0.8,79.6,13.8,4.9,0.9,55.5,85.9,31.5,25
507,17,1,82.6,10.1,4.9,1.4,36.1,86.5,24.5,32
503,11,1,85.7,8.8,3.2,1.4,52.3,85.5,50.6,28
632,125,0.3,2.5,41.1,16.5,39.6,49.8,94.6,64.3,48
885,127,0.3,7.9,45.8,27.2,18.8,46,93,91.4,63
1175,318,0,1.1,42.5,41.7,14.7,50.6,95.4,69.4,79
699,239,0.1,8.9,52.9,20.5,17.6,49.1,94.9,77.4,59
1230,340,0.6,1.4,41.9,42.2,14,49,95,62.3,75
1071,193,0.1,1.8,43,21.1,34.1,47.2,95.3,70,78
663,76,0.4,30.3,52.2,6.8,10.3,47.4,92.9,76.7,75
251,47,1.2,8.4,39,13.2,38.2,49.8,94.1,57.7,29
381,81,0.3,2.1,38.3,16,43.3,50.4,94.5,71.1,35
460,82,0.9,1.7,38.5,22.6,36.3,44.6,94.6,69.2,36
822,410,0.1,6.4,88.1,3.8,1.6,47.4,95.5,89.4,64
412,52,0.5,50.5,39.8,3.2,6.1,50.2,89.5,91.4,51
535,116,1.3,18.5,47.5,25,7.7,47.1,93.2,88.3,45
1364,84,0.3,6.7,25.9,32,35,50,95.4,52.7,85
646,86,0.5,18.7,56.2,18,6.7,47.1,89.2,83.3,60
1159,270,0.1,26,62.6,9.1,2.3,48.6,93.5,92.3,78
1030,95,0.3,4.8,42.6,22.2,30.1,45.6,93.2,62.5,73
1880,249,0.1,3.4,85.7,8.8,2,49.1,94.4,75.2,131
1140,281,0,2.7,80,13,4.3,50.4,93.7,70.4,84
1120,299,0.1,0.4,84.6,10.4,4.5,50.6,95.3,77.9,84
1232,261,0.3,2.8,46.1,35.4,15.3,50.6,95.2,66.1,94
581,136,0.2,16,47.8,21.5,14.5,46.3,92.5,74,59
1267,436,0.4,0.9,44.2,45.9,8.6,49.5,95,74.8,83
1100,317,0.4,4.6,45.6,29.1,20.2,50.2,95.5,77.4,76
699,100,0.3,19.3,46.9,24,9.4,51.5,92.4,93.4,65
883,138,0.2,21.7,53.4,18.6,6,47.1,92,79.2,74
737,172,0,2.3,72.6,15.2,9.9,53.7,95.1,75,47
1472,32,0.1,16.8,35.2,17.3,30.5,50.3,95.1,50,96
981,137,0,2,51.3,39.9,6.8,45.6,94.8,75.2,68
693,227,0,4.8,43.9,26.1,25.2,51.5,94.5,81.1,59
129,53,0.8,0,63.6,27.9,7.8,53.5,95.5,91.8,13
159,0,0,5,52.8,22,20.1,100,97.7,73.4,11
3161,419,0.2,9.4,48.3,26.6,15.4,46.7,85,33.2,185
3337,279,0.1,13.6,57.2,16.2,12.9,48.2,82.2,60.3,201
613,6,0.3,22.2,28.2,9.3,40,68.7,92.2,18.8,44
974,89,0.5,16.4,56.4,14.3,12.4,36.8,86.2,56.7,59
1016,227,0,4.7,56,33.4,5.9,46.8,91.1,73.4,64
625,0,0.2,10.9,32,31.4,25.6,55.8,93.4,41,34
553,18,0.7,0.5,9.8,1.4,87.5,51,94.5,16.2,35
